source,target,value,sweep_2,sweep_3,sweep_4,sweep_5
Early development,Illegal behaviour,3.957339e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Bullies others,5.0645274e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Truancy,5.8244328e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Self-harm,5.3077703e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Negative feelings,1.7058821e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Conduct problems,0.0001738962,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Hyperactivity/inattention,2.8423998e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Prosocial behaviour,5.1221403e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Smoking,0.00018381179,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Alcohol,0.00041984164,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Cognition (vocabulary),9.1468275e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Illegal behaviour,8.7870416e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Bullies others,4.2340456e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Truancy,0.00011817776,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Self-harm,0.00014560545,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Wellbeing,0.00016370283,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Self-esteem,3.4675446e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Negative feelings,3.493818e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Emotional dysfunction,5.2824962e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Conduct problems,0.00016149365,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,0.0013453995,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,8.843606e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Prosocial behaviour,2.9276747e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Alcohol,3.330154e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Early development,Cognition (vocabulary),2.3377605e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Early development,Truancy,2.1007623e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Early development,Self-harm,1.76583e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Early development,Negative feelings,1.555784e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Early development,Peer relationship problems,0.00013846152,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Early development,Prosocial behaviour,7.80731e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Prosocial behaviour
Early development,Alcohol,1.7308164e-05,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems
Early development,Peer relationship problems,7.196408e-05,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems
Early development,Prosocial behaviour,6.402985e-05,Hyperactivity/inattention,Hyperactivity/inattention,Prosocial behaviour,Prosocial behaviour
Early development,Emotional dysfunction,1.6087639e-05,Hyperactivity/inattention,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Early development,Alcohol,1.8196024e-05,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Peer relationship problems,7.565563e-05,Hyperactivity/inattention,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Prosocial behaviour,2.9038427e-05,Hyperactivity/inattention,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Early development,Smoking,4.885255e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Alcohol,2.6762245e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Bullies others,2.0967203e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Truancy,2.9740533e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,0.00014698353,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Peer relationship problems,3.3530527e-05,Peer relationship problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Conduct problems,2.6354459e-05,Peer relationship problems,Conduct problems,Conduct problems,Conduct problems
Early development,Alcohol,3.196467e-05,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,0.00010243207,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Smoking,3.5195008e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Early development,Alcohol,1.9280415e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Early development,Bullies others,1.5105472e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Early development,Truancy,2.142607e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,0.000105891835,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Early development,Peer relationship problems,2.4156509e-05,Peer relationship problems,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Early development,Conduct problems,1.5668846e-05,Peer relationship problems,Peer relationship problems,Conduct problems,Conduct problems
Early development,Alcohol,1.8002072e-05,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,5.768837e-05,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Self-harm,1.8445493e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Plays sports
Early development,Peer relationship problems,1.51537015e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Plays sports
Early development,Cognition (vocabulary),1.4960867e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Cognition (vocabulary)
Early development,Wellbeing,1.5949154e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Feelings (happiness)
Early development,Smoking,2.198386e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Early development,Emotional dysfunction,6.614322e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Early development,Peer relationship problems,1.5088882e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Early development,Conduct problems,2.9832672e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Conduct problems
Early development,Alcohol,1.7055883e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention
Early development,Hyperactivity/inattention,5.465627e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention
Early development,Smoking,5.133591e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Alcohol,0.00011976964,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Cognition (vocabulary),8.407801e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Illegal behaviour,2.6690355e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Truancy,7.555433e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Self-harm,6.350842e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Wellbeing,4.018072e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Negative feelings,5.595408e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Emotional dysfunction,4.42815e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Hyperactivity/inattention,3.311105e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Peer relationship problems,0.0004979796,Peer relationship problems,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Prosocial behaviour,5.8830854e-05,Peer relationship problems,Peer relationship problems,Peer relationship problems,Prosocial behaviour
Early development,Prosocial behaviour,3.1316173e-05,Peer relationship problems,Peer relationship problems,Prosocial behaviour,Prosocial behaviour
Early development,Prosocial behaviour,5.959741e-05,Peer relationship problems,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Early development,Hyperactivity/inattention,2.1347942e-05,Prosocial behaviour,Parenting (activities),Parenting (involvement),Hyperactivity/inattention
Early development,Conduct problems,1.7050625e-05,Prosocial behaviour,Parenting (activities),Conduct problems,Conduct problems
Early development,Hyperactivity/inattention,2.1003783e-05,Prosocial behaviour,Cognition (patterns),Hyperactivity/inattention,Hyperactivity/inattention
Early development,Smoking,3.0089677e-05,Prosocial behaviour,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Alcohol,1.648363e-05,Prosocial behaviour,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Truancy,1.831804e-05,Prosocial behaviour,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,9.0531335e-05,Prosocial behaviour,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Peer relationship problems,2.0652406e-05,Prosocial behaviour,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Smoking,3.9550938e-05,Prosocial behaviour,Conduct problems,Conduct problems,Conduct problems
Early development,Alcohol,1.8461966e-05,Prosocial behaviour,Conduct problems,Conduct problems,Conduct problems
